tweet_id,source,text,rating_numerator,rating_denominator,name,year,month,day,hour,minute,dog_stage,img_num,p1,p1_dog,p2,p2_dog,p3,p3_dog,retweet_count,favorite_count
874012996292530176,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,2017,6,11,21,18,puppo,2.0,Cardigan,True,Pembroke,True,kelpie,True,11007,35501
873213775632977920,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,2017,6,9,16,22,pupper,1.0,vizsla,True,bloodhound,True,Chesapeake_Bay_retriever,True,1667,7467
872967104147763200,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,,2017,6,9,0,2,doggo,2.0,Labrador_retriever,True,Chesapeake_Bay_retriever,True,German_short-haired_pointer,True,5669,28031
871762521631449091,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,2017,6,5,16,15,pupper,2.0,Labrador_retriever,True,golden_retriever,True,bloodhound,True,3678,20787
871515927908634625,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,2017,6,4,23,56,doggo,2.0,komondor,True,briard,True,swab,False,3628,20730
871102520638267392,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,14,10,,2017,6,3,20,33,doggo,,,,,,,,5764,21461
869596645499047938,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,2017,5,30,16,49,doggo,1.0,Chihuahua,True,toy_terrier,True,muzzle,False,3327,16476
867421006826221569,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,10,Shikha,2017,5,24,16,44,puppo,1.0,Eskimo_dog,True,Siberian_husky,True,malamute,True,2697,16755
866450705531457537,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,10,Jamesy,2017,5,22,0,28,pupper,2.0,French_bulldog,True,Boston_bull,True,pug,True,32883,106827
859607811541651456,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,13,10,,2017,5,3,3,17,puppo,1.0,golden_retriever,True,Irish_setter,True,Labrador_retriever,True,1704,19476
858843525470990336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,13,10,,2017,5,1,0,40,doggo,1.0,golden_retriever,True,Labrador_retriever,True,bloodhound,True,3771,16304
854120357044912130,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,14,10,,2017,4,17,23,52,pupper,4.0,black-and-tan_coonhound,True,Doberman,True,bluetick,True,8285,33911
850019790995546112,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,12,10,Boomer,2017,4,6,16,18,pupper,3.0,Shetland_sheepdog,True,collie,True,Pembroke,True,5459,21944
846514051647705089,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,13,10,Barney,2017,3,28,0,7,doggo,2.0,golden_retriever,True,Leonberg,True,Norfolk_terrier,True,13076,48410
845397057150107648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",13,10,Mimosa,2017,3,24,22,8,doggo,1.0,Dandie_Dinmont,True,Maltese_dog,True,West_Highland_white_terrier,True,2072,8241
845306882940190720,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,12,10,Pickles,2017,3,24,16,10,pupper,1.0,Irish_water_spaniel,True,Labrador_retriever,True,curly-coated_retriever,True,6039,25225
837820167694528512,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",12,10,,2017,3,4,0,21,pupper,1.0,golden_retriever,True,Labrador_retriever,True,kuvasz,True,8952,37277
837110210464448512,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,13,10,Clark,2017,3,2,1,20,pupper,1.0,Siberian_husky,True,Eskimo_dog,True,malamute,True,2731,17480
836753516572119041,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,12,10,Meera,2017,3,1,1,42,doggo,1.0,mortarboard,False,academic_gown,False,schipperke,True,5237,21029
836380477523124226,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",12,10,Ava,2017,2,28,1,0,pupper,1.0,wooden_spoon,False,sliding_door,False,grand_piano,False,3337,16037
834574053763584002,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,13,10,,2017,2,23,1,22,doggo,1.0,toilet_tissue,False,golden_retriever,True,bathtub,False,2882,14993
834089966724603904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DOGGO ON THE LOOSE I REPEAT DOGGO ON THE LOOSE 10/10 https://t.co/ffIH2WxwF0,10,10,,2017,2,21,17,18,doggo,,,,,,,,2427,10971
833124694597443584,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,12,10,Gidget,2017,2,19,1,23,pupper,3.0,Cardigan,True,kelpie,True,shopping_cart,False,5513,22133
832998151111966721,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",13,10,Rhino,2017,2,18,17,0,doggo,1.0,boxer,True,French_bulldog,True,bull_mastiff,True,2522,14549
832273440279240704,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,14,10,Smiley,2017,2,16,17,0,doggo,1.0,Pembroke,True,ice_bear,False,pug,True,2673,12385
832032802820481025,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",12,10,Miguel,2017,2,16,1,4,doggo,1.0,whippet,True,Ibizan_hound,True,Italian_greyhound,True,4746,13887
831939777352105988,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,12,10,Emanuel,2017,2,15,18,54,doggo,1.0,Pomeranian,True,marmot,False,grey_fox,False,7031,26404
831322785565769729,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,12,10,Pete,2017,2,14,2,2,doggo,1.0,Old_English_sheepdog,True,Tibetan_terrier,True,guinea_pig,False,1744,10042
831315979191906304,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,13,10,,2017,2,14,1,35,pupper,4.0,briard,True,soft-coated_wheaten_terrier,True,Bouvier_des_Flandres,True,1264,7117
829449946868879360,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,11,10,,2017,2,8,22,0,doggo,1.0,Labrador_retriever,True,golden_retriever,True,Pekinese,True,2329,11519
829374341691346946,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,13,10,Astrid,2017,2,8,17,0,doggo,1.0,Staffordshire_bullterrier,True,American_Staffordshire_terrier,True,Chesapeake_Bay_retriever,True,10706,38074
828381636999917570,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,14,10,Doobert,2017,2,5,23,15,doggo,1.0,Bedlington_terrier,True,Labrador_retriever,True,clumber,True,2554,13864
827933404142436356,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,12,10,Kona,2017,2,4,17,34,pupper,2.0,German_shepherd,True,Tibetan_mastiff,True,kelpie,True,5987,22180
826958653328592898,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,12,10,Loki,2017,2,2,1,1,doggo,1.0,golden_retriever,True,Labrador_retriever,True,tennis_ball,False,5757,23767
826848821049180160,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,13,10,Cupid,2017,2,1,17,44,doggo,4.0,Great_Pyrenees,True,golden_retriever,True,Pekinese,True,11878,40325
826476773533745153,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,12,10,Pilot,2017,1,31,17,6,doggo,1.0,German_shepherd,True,Tibetan_mastiff,True,kelpie,True,4821,20275
826204788643753985,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",13,10,,2017,1,30,23,5,doggo,2.0,Labrador_retriever,True,golden_retriever,True,soft-coated_wheaten_terrier,True,1075,5361
825535076884762624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1,14,10,,2017,1,29,2,44,puppo,1.0,Rottweiler,True,Tibetan_mastiff,True,black-and-tan_coonhound,True,19669,56413
825026590719483904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc",12,10,Pablo,2017,1,27,17,4,puppo,2.0,Eskimo_dog,True,Siberian_husky,True,malamute,True,1483,7020
824325613288833024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,13,10,,2017,1,25,18,38,pupper,1.0,Pembroke,True,Cardigan,True,basenji,True,11848,12999
822872901745569793,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,13,10,,2017,1,21,18,26,puppo,1.0,Lakeland_terrier,True,Labrador_retriever,True,Irish_terrier,True,48265,132810
822462944365645825,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",14,10,Gabe,2017,1,20,15,17,pupper,3.0,Pomeranian,True,Samoyed,True,Maltese_dog,True,17209,31800
821765923262631936,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,13,10,Duchess,2017,1,18,17,7,doggo,1.0,golden_retriever,True,Labrador_retriever,True,Saluki,True,1899,9317
821407182352777218,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,14,10,Sundance,2017,1,17,17,21,doggo,1.0,Irish_setter,True,vizsla,True,Chesapeake_Bay_retriever,True,5053,13075
821107785811234820,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,11,10,,2017,1,16,21,32,doggo,1.0,Pomeranian,True,papillon,True,Yorkshire_terrier,True,2487,10645
819952236453363712,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",13,10,Oliver,2017,1,13,17,0,puppo,1.0,American_Staffordshire_terrier,True,Staffordshire_bullterrier,True,Italian_greyhound,True,1369,5927
819924195358416896,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,11,10,,2017,1,13,15,8,doggo,1.0,bathtub,False,shower_curtain,False,tub,False,5607,14305
819238181065359361,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Some happy pupper news to share. 10/10 for everyone involved 
https://t.co/MefMAZX2uv",10,10,,2017,1,11,17,42,pupper,,,,,,,,462,2550
819006400881917954,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,14,10,Sunny,2017,1,11,2,21,doggo,4.0,prison,False,palace,False,umbrella,False,21794,49960
819004803107983360,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,14,10,Bo,2017,1,11,2,15,doggo,1.0,standard_poodle,True,toy_poodle,True,Tibetan_terrier,True,42228,95450
815966073409433600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,13,10,,2017,1,2,17,0,pupper,1.0,Tibetan_mastiff,True,Tibetan_terrier,True,otterhound,True,9907,25057
814986499976527872,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,11,10,Cooper,2016,12,31,0,8,pupper,1.0,dalmatian,True,boxer,True,American_Staffordshire_terrier,True,1505,8485
813910438903693312,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,11,10,Chubbs,2016,12,28,0,52,doggo,1.0,Siberian_husky,True,Eskimo_dog,True,Norwegian_elkhound,True,2194,10342
813202720496779264,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,11,10,,2016,12,26,2,0,doggo,1.0,cocker_spaniel,True,golden_retriever,True,Labrador_retriever,True,2090,10192
813127251579564032,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,11,10,,2016,12,25,21,0,doggo,1.0,Norwegian_elkhound,True,whippet,True,Siberian_husky,True,3652,13242
813096984823349248,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,11,10,Rocky,2016,12,25,19,0,doggo,1.0,Great_Dane,True,Boston_bull,True,kelpie,True,4207,11694
811386762094317568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,11,10,Craig,2016,12,21,1,44,pupper,1.0,Pembroke,True,Cardigan,True,beagle,True,7444,23302
808733504066486276,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD,12,10,,2016,12,13,18,1,pupper,1.0,seat_belt,False,toy_poodle,True,golden_retriever,True,2509,8784
807621403335917568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,14,10,Ollie,2016,12,10,16,22,pupper,3.0,golden_retriever,True,cocker_spaniel,True,chow,True,4288,16236
803773340896923648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,12,10,Diogi,2016,11,30,1,31,puppo,2.0,miniature_pinscher,True,redbone,True,Irish_terrier,True,3220,11203
803638050916102144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX,13,10,,2016,11,29,16,33,pupper,1.0,Labrador_retriever,True,golden_retriever,True,Great_Pyrenees,True,4828,12270
802239329049477120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,12,10,Loki,2016,11,25,19,55,puppo,2.0,Eskimo_dog,True,Siberian_husky,True,malamute,True,3040,10132
800859414831898624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@SkyWilliams doggo simply protecting you from evil that which you cannot see. 11/10 would give extra pets,11,10,,2016,11,22,0,32,doggo,,,,,,,,113,778
800459316964663297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely https://t.co/61sX7pW5Ca,12,10,,2016,11,20,22,2,pupper,1.0,teddy,False,ice_bear,False,Christmas_stocking,False,2489,10538
800388270626521089,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,12,10,Doc,2016,11,20,17,20,floofer,2.0,golden_retriever,True,Pembroke,True,collie,True,3265,12456
800018252395122689,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I,11,10,,2016,11,19,16,49,doggo,1.0,vacuum,False,punching_bag,False,barbell,False,15351,31768
799757965289017345,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,13,10,Sobe,2016,11,18,23,35,doggo,1.0,Border_collie,True,collie,True,Shetland_sheepdog,True,2506,9390
797971864723324932,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z,12,10,,2016,11,14,1,18,pupper,1.0,American_Staffordshire_terrier,True,Chihuahua,True,Staffordshire_bullterrier,True,3652,13018
796484825502875648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,12,10,,2016,11,9,22,49,doggo,1.0,cocker_spaniel,True,seat_belt,False,Australian_terrier,True,2042,8472
